"DexNumber","Name","Form","Type1","Type2","HP","Attack","Defense","SpAttack","SpDefense","Speed","Ability1","Ability2","HiddenAbility","Weight","Height","ApiId","Moves"
"1018","archaludon","","steel","dragon","90","105","130","125","65","85","stamina","sturdy","stalwart","600","20","1018","electro-shot,flash-cannon,protect,dragon-pulse,draco-meteor,aura-sphere,snarl,thunderbolt,body-slam,breaking-swipe,brick-break,dark-pulse,double-edge,dragon-cheer,dragon-tail,earthquake,endure,facade,focus-energy,foul-play,giga-impact,gyro-ball,hard-press,heavy-slam,hyper-beam,iron-defense,iron-head,light-screen,metal-burst,metal-sound,meteor-beam,mirror-coat,night-slash,outrage,reflect,rest,roar,rock-slide,rock-tomb,scary-face,sleep-talk,smack-down,solar-beam,stealth-rock,steel-beam,stone-edge,substitute,swords-dance,thunder,thunder-wave"
"1019","hydrapple","","grass","dragon","106","80","110","120","80","44","supersweet-syrup","regenerator","sticky-hold","930","18","1019","body-press,body-slam,breaking-swipe,bug-bite,bullet-seed,curse,double-hit,double-edge,draco-meteor,dragon-cheer,dragon-pulse,dragon-tail,earth-power,earthquake,endure,energy-ball,facade,fickle-beam,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,growth,gyro-ball,heavy-slam,hydro-pump,hyper-beam,infestation,leaf-storm,nasty-plot,outrage,pollen-puff,power-whip,protect,rain-dance,recover,recycle,reflect,rest,seed-bomb,sleep-talk,solar-beam,substitute,sucker-punch,sunny-day,sweet-scent,syrup-bomb,uproar,yawn"
"3","venusaur-mega","mega","grass","poison","80","100","123","122","120","80","thick-fat","","","1555","24","10033","sludge-bomb,protect,sleep-powder,leaf-storm,earth-power,energy-ball,leech-seed,acid-spray,giga-drain,amnesia,body-slam,bulldoze,bullet-seed,charm,curse,double-edge,earthquake,endure,facade,frenzy-plant,giga-impact,grass-knot,grassy-glide,grassy-terrain,growth,helping-hand,hyper-beam,ingrain,knock-off,light-screen,outrage,petal-blizzard,petal-dance,poison-jab,poison-powder,power-whip,rest,round,scary-face,seed-bomb,sleep-talk,sludge-wave,snore,solar-beam,stomping-tantrum,substitute,sunny-day,sweet-scent,swords-dance,synthesis,terrain-pulse,toxic,trailblaze,venoshock,weather-ball,worry-seed"
"6","charizard-mega-x","mega-x","fire","dragon","78","130","111","130","85","100","tough-claws","","","1105","17","10034","protect,heat-wave,solar-beam,weather-ball,overheat,air-slash,breaking-swipe,dragon-claw,dragon-dance,dragon-pulse,flamethrower,flare-blitz,acrobatics,aerial-ace,air-cutter,ancient-power,beat-up,belly-drum,bite,blast-burn,body-slam,brick-break,brutal-swing,bulldoze,counter,crunch,dig,double-edge,dragon-cheer,dragon-rush,dragon-tail,earthquake,endure,facade,fire-blast,fire-fang,fire-punch,fire-spin,flame-charge,fling,fly,focus-blast,focus-punch,giga-impact,heat-crash,helping-hand,hurricane,hyper-beam,inferno,iron-tail,mega-kick,outrage,rest,roar,rock-slide,rock-tomb,roost,round,sandstorm,scale-shot,scary-face,scorching-sands,shadow-claw,sleep-talk,snore,steel-wing,substitute,sunny-day,swords-dance,temper-flare,thunder-punch,will-o-wisp"
"6","charizard-mega-y","mega-y","fire","flying","78","104","78","159","115","100","drought","","","1005","17","10035","protect,heat-wave,solar-beam,weather-ball,overheat,air-slash,breaking-swipe,dragon-claw,dragon-dance,dragon-pulse,flamethrower,flare-blitz,acrobatics,aerial-ace,air-cutter,ancient-power,beat-up,belly-drum,bite,blast-burn,body-slam,brick-break,brutal-swing,bulldoze,counter,crunch,dig,double-edge,dragon-cheer,dragon-rush,dragon-tail,earthquake,endure,facade,fire-blast,fire-fang,fire-punch,fire-spin,flame-charge,fling,fly,focus-blast,focus-punch,giga-impact,heat-crash,helping-hand,hurricane,hyper-beam,inferno,iron-tail,mega-kick,outrage,rest,roar,rock-slide,rock-tomb,roost,round,sandstorm,scale-shot,scary-face,scorching-sands,shadow-claw,sleep-talk,snore,steel-wing,substitute,sunny-day,swords-dance,temper-flare,thunder-punch,will-o-wisp"
"9","blastoise-mega","mega","water","","79","103","120","135","115","78","mega-launcher","","","1011","16","10036","aqua-jet,aqua-ring,aqua-tail,aura-sphere,avalanche,bite,blizzard,body-press,body-slam,brick-break,bulldoze,chilling-water,crunch,dark-pulse,dig,dive,double-edge,dragon-pulse,earthquake,endure,facade,fake-out,flail,flash-cannon,fling,flip-turn,focus-blast,focus-punch,giga-impact,gyro-ball,haze,helping-hand,hydro-cannon,hydro-pump,hyper-beam,ice-beam,ice-punch,ice-spinner,iron-defense,iron-head,iron-tail,life-dew,liquidation,mega-kick,mirror-coat,mud-shot,muddy-water,outrage,protect,rain-dance,rapid-spin,rest,roar,rock-slide,rock-tomb,round,scary-face,shell-smash,sleep-talk,smack-down,snore,substitute,surf,terrain-pulse,water-pulse,water-spout,waterfall,wave-crash,weather-ball,whirlpool,yawn,zen-headbutt"
"15","beedrill-mega","mega","bug","poison","65","150","40","15","80","145","adaptability","","","405","14","10090","acrobatics,aerial-ace,agility,air-cutter,assurance,attract,baton-pass,brick-break,brutal-swing,bug-bite,bug-buzz,cross-poison,double-hit,double-edge,drill-run,dual-wingbeat,electroweb,endeavor,endure,facade,fell-stinger,focus-energy,giga-drain,giga-impact,hyper-beam,iron-defense,knock-off,lunge,payback,pin-missile,poison-jab,pollen-puff,pounce,protect,rest,round,screech,skitter-smack,sleep-talk,sludge-bomb,snore,solar-beam,string-shot,substitute,sunny-day,swords-dance,thief,throat-chop,toxic,toxic-spikes,u-turn,venoshock,x-scissor"
"18","pidgeot-mega","mega","normal","flying","83","80","80","135","80","121","no-guard","","","505","22","10073","aerial-ace,agility,air-slash,attract,brave-bird,dual-wingbeat,endure,facade,feather-dance,fly,giga-impact,heat-wave,hurricane,hyper-beam,protect,quick-attack,rain-dance,rest,roost,round,sky-attack,sleep-talk,snore,steel-wing,substitute,sunny-day,tailwind,thief,u-turn,uproar,whirlwind"
"36","clefable-mega","mega","fairy","flying","95","80","93","135","110","70","magic-bounce","","","423","17","10278","follow-me,moonblast,helping-hand,protect,icy-wind,life-dew,after-you,air-slash,alluring-voice,amnesia,baton-pass,blizzard,body-slam,bounce,brick-break,calm-mind,charge-beam,charm,chilling-water,copycat,cosmic-power,dazzling-gleam,dig,double-edge,drain-punch,draining-kiss,dual-wingbeat,encore,endeavor,endure,facade,fake-tears,fire-blast,fire-punch,flamethrower,fling,focus-blast,focus-punch,future-sight,giga-impact,grass-knot,gravity,heal-pulse,hyper-beam,hyper-voice,ice-beam,ice-punch,imprison,knock-off,light-screen,meteor-beam,meteor-mash,misty-explosion,misty-terrain,moonlight,mystical-fire,night-shade,play-rough,psych-up,psychic,psyshock,rain-dance,reflect,rest,round,safeguard,shadow-ball,sing,skill-swap,sleep-talk,snore,solar-beam,stealth-rock,stored-power,substitute,sunny-day,sweet-kiss,thief,thunder,thunder-punch,thunder-wave,thunderbolt,tickle,tri-attack,trick,uproar,water-pulse,wish,wonder-room,zen-headbutt"
"65","alakazam-mega","mega","psychic","","55","50","65","175","105","150","trace","","","480","12","10037","ally-switch,attract,body-slam,calm-mind,dazzling-gleam,disable,double-team,drain-punch,encore,endure,energy-ball,expanding-force,facade,fire-punch,fling,focus-blast,foul-play,future-sight,giga-impact,grass-knot,guard-split,guard-swap,hyper-beam,ice-punch,imprison,iron-tail,light-screen,magic-room,mega-kick,nasty-plot,power-swap,protect,psychic,psychic-terrain,psycho-cut,psyshock,rain-dance,recover,reflect,rest,role-play,round,safeguard,shadow-ball,skill-swap,sleep-talk,snore,speed-swap,stored-power,substitute,sunny-day,taunt,thief,thunder-punch,thunder-wave,tri-attack,trick,trick-room,wonder-room,zen-headbutt"
"71","victreebel-mega","mega","grass","poison","80","125","85","135","95","70","innards-out","","","1255","45","10279","acid-spray,body-slam,bug-bite,bullet-seed,clear-smog,encore,endure,energy-ball,gastro-acid,giga-drain,giga-impact,grass-knot,grassy-glide,growth,hyper-beam,ingrain,knock-off,leaf-blade,leaf-storm,leech-life,lunge,poison-jab,poison-powder,pounce,power-whip,protect,reflect,rest,round,scary-face,seed-bomb,sleep-powder,sleep-talk,sludge-bomb,sludge-wave,snore,solar-beam,spit-up,stockpile,strength-sap,stun-spore,substitute,sucker-punch,sunny-day,swallow,sweet-scent,swords-dance,synthesis,thief,tickle,toxic,toxic-spikes,trailblaze,venoshock,weather-ball,worry-seed,wrap"
"80","slowbro-mega","mega","water","psychic","95","75","180","130","80","30","shell-armor","","","1200","20","10071","amnesia,avalanche,belch,belly-drum,blizzard,block,body-press,body-slam,brick-break,bulldoze,calm-mind,chilling-water,curse,dig,disable,dive,drain-punch,earthquake,endure,expanding-force,facade,fire-blast,flamethrower,fling,focus-blast,focus-punch,foul-play,future-sight,giga-impact,grass-knot,heal-pulse,helping-hand,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,imprison,iron-defense,iron-tail,light-screen,liquidation,mud-shot,muddy-water,nasty-plot,protect,psych-up,psychic,psychic-noise,psychic-terrain,psyshock,rain-dance,razor-shell,rest,round,safeguard,scald,shadow-ball,skill-swap,slack-off,sleep-talk,snore,snowscape,stored-power,substitute,sunny-day,surf,thunder-wave,tri-attack,trick,trick-room,water-pulse,waterfall,weather-ball,whirlpool,wonder-room,yawn,zen-headbutt"
"94","gengar-mega","mega","ghost","poison","60","65","80","170","95","130","shadow-tag","","","405","14","10038","protect,shadow-ball,sludge-bomb,perish-song,disable,substitute,icy-wind,psychic,will-o-wisp,acid-spray,body-slam,brick-break,clear-smog,confuse-ray,corrosive-gas,curse,dark-pulse,dazzling-gleam,destiny-bond,drain-punch,endure,energy-ball,facade,fire-punch,fling,focus-blast,focus-punch,foul-play,giga-drain,giga-impact,gunk-shot,haze,hex,hyper-beam,hypnosis,ice-punch,imprison,knock-off,mean-look,nasty-plot,night-shade,pain-split,payback,phantom-force,poison-jab,poltergeist,psych-up,psychic-noise,rain-dance,reflect-type,rest,round,scary-face,self-destruct,shadow-claw,shadow-punch,skill-swap,skitter-smack,sleep-talk,sludge-wave,snore,spite,sucker-punch,sunny-day,taunt,thief,thunder,thunder-punch,thunder-wave,thunderbolt,toxic,toxic-spikes,trick,trick-room,venoshock,wonder-room"
"115","kangaskhan-mega","mega","normal","","105","125","100","60","100","100","parental-bond","","","1000","22","10039","fake-out,double-edge,sucker-punch,drain-punch,bite,body-slam,protect,substitute,assurance,attract,avalanche,beat-up,blizzard,brick-break,bulldoze,circle-throw,counter,crunch,dig,disable,double-hit,dynamic-punch,earthquake,endeavor,endure,facade,fire-blast,fire-punch,flamethrower,fling,focus-blast,focus-energy,giga-impact,hammer-arm,helping-hand,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,iron-tail,last-resort,low-kick,mega-kick,outrage,rain-dance,rest,reversal,rock-slide,rock-tomb,round,safeguard,sandstorm,shadow-ball,shadow-claw,sleep-talk,snore,solar-beam,sunny-day,surf,terrain-pulse,thief,thunder,thunder-punch,thunderbolt,uproar,whirlpool"
"121","starmie-mega","mega","water","psychic","60","100","105","130","105","120","huge-power","","","800","23","10280","liquidation,aqua-jet,ice-spinner,protect,psycho-cut,substitute,zen-headbutt,agility,ally-switch,ancient-power,avalanche,blizzard,bulk-up,charge-beam,chilling-water,confuse-ray,cosmic-power,dazzling-gleam,dive,double-edge,endure,expanding-force,facade,flash-cannon,flip-turn,giga-impact,grass-knot,gravity,gyro-ball,hydro-pump,hyper-beam,ice-beam,icy-wind,light-screen,meteor-beam,minimize,power-gem,psychic,psyshock,rain-dance,rapid-spin,recover,reflect,rest,round,safeguard,scald,self-destruct,skill-swap,sleep-talk,snore,surf,thunder,thunder-wave,thunderbolt,tri-attack,trick,trick-room,water-pulse,waterfall,whirlpool,wonder-room"
"127","pinsir-mega","mega","bug","flying","65","155","120","65","90","105","aerilate","","","590","17","10040","body-slam,feint,protect,quick-attack,aerial-ace,attract,bind,brick-break,brutal-swing,bug-bite,bulk-up,bulldoze,circle-throw,close-combat,detect,dig,double-hit,earthquake,endure,facade,flail,fling,focus-blast,focus-energy,giga-impact,guillotine,hard-press,helping-hand,high-horsepower,hyper-beam,iron-defense,lunge,pounce,rain-dance,rest,reversal,rock-slide,rock-tomb,round,seismic-toss,sleep-talk,snore,stone-edge,storm-throw,substitute,sunny-day,superpower,swords-dance,thief,thrash,throat-chop,x-scissor"
"130","gyarados-mega","mega","water","dark","95","155","109","70","130","81","mold-breaker","","","3050","65","10041","waterfall,thunder-wave,protect,taunt,helping-hand,ice-fang,crunch,dragon-dance,aqua-tail,avalanche,bite,blizzard,body-slam,bounce,brutal-swing,bulldoze,chilling-water,dark-pulse,dive,double-edge,dragon-cheer,dragon-pulse,dragon-rush,dragon-tail,earthquake,endeavor,endure,facade,fire-blast,flail,flamethrower,giga-impact,hurricane,hydro-pump,hyper-beam,ice-beam,icy-wind,iron-head,iron-tail,lash-out,muddy-water,outrage,payback,power-whip,rain-dance,rest,roar,round,sandstorm,scald,scale-shot,scary-face,sleep-talk,snore,spite,stone-edge,substitute,sunny-day,surf,swagger,temper-flare,thrash,thunder,thunderbolt,uproar,water-pulse,whirlpool"
"142","aerodactyl-mega","mega","rock","flying","80","135","85","70","95","150","tough-claws","","","790","21","10042","dual-wingbeat,protect,rock-slide,tailwind,aerial-ace,agility,ancient-power,assurance,attract,bite,brutal-swing,bulldoze,crunch,curse,dragon-claw,dragon-dance,dragon-pulse,earth-power,earthquake,endure,facade,fire-blast,fire-fang,flamethrower,fly,giga-impact,heat-wave,hurricane,hyper-beam,ice-fang,iron-head,iron-tail,meteor-beam,payback,psychic-fangs,rain-dance,rest,roar,rock-blast,rock-tomb,roost,round,sandstorm,scary-face,sky-attack,sleep-talk,snore,stealth-rock,steel-wing,stone-edge,substitute,sunny-day,swagger,taunt,thief,thunder-fang,whirlwind,wide-guard"
"149","dragonite-mega","mega","dragon","flying","91","124","115","145","125","100","multiscale","","","2900","22","10281","protect,extreme-speed,tailwind,hurricane,dragon-pulse,scale-shot,draco-meteor,low-kick,fire-spin,roost,breaking-swipe,dragon-claw,haze,ice-beam,outrage,rock-slide,thunder,thunderbolt,aerial-ace,agility,air-cutter,air-slash,aqua-jet,aqua-tail,blizzard,body-press,body-slam,brick-break,brutal-swing,bulldoze,chilling-water,dive,dragon-cheer,dragon-dance,dragon-rush,dragon-tail,earthquake,endure,facade,fire-blast,fire-punch,flamethrower,fling,fly,focus-blast,focus-punch,giga-impact,heat-wave,helping-hand,hydro-pump,hyper-beam,ice-punch,ice-spinner,icy-wind,iron-head,iron-tail,light-screen,mega-kick,rain-dance,rest,roar,rock-tomb,round,safeguard,sandstorm,scary-face,sleep-talk,snore,snowscape,steel-wing,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,surf,thunder-punch,thunder-wave,water-pulse,waterfall,weather-ball,whirlwind,wrap"
"154","meganium-mega","mega","grass","fairy","80","92","115","143","115","80","mega-sol","","","2010","24","10282","dazzling-gleam,protect,solar-beam,weather-ball,ancient-power,body-press,body-slam,bulldoze,bullet-seed,charm,counter,curse,double-edge,dragon-tail,earth-power,earthquake,encore,endeavor,endure,energy-ball,facade,fake-tears,flail,frenzy-plant,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,heal-pulse,helping-hand,hyper-beam,ingrain,iron-tail,knock-off,leaf-blade,leaf-storm,leech-seed,light-screen,mud-slap,outrage,petal-blizzard,petal-dance,poison-powder,pollen-puff,reflect,rest,round,safeguard,seed-bomb,sleep-talk,snore,solar-blade,stomping-tantrum,substitute,sunny-day,sweet-scent,swords-dance,synthesis,trailblaze,zen-headbutt"
"160","feraligatr-mega","mega","water","dragon","85","160","125","89","93","78","dragonize","","","1088","23","10283","aerial-ace,agility,ancient-power,aqua-jet,aqua-tail,avalanche,bite,blizzard,block,body-slam,breaking-swipe,brick-break,brutal-swing,bulldoze,chilling-water,counter,crunch,curse,dig,dive,double-edge,dragon-claw,dragon-dance,dragon-pulse,dragon-tail,earthquake,endeavor,endure,facade,fake-tears,flail,flatter,fling,flip-turn,focus-blast,focus-punch,giga-impact,helping-hand,hydro-cannon,hydro-pump,hyper-beam,ice-beam,ice-fang,ice-punch,icy-wind,iron-tail,lash-out,liquidation,low-kick,mega-kick,mud-shot,mud-slap,muddy-water,outrage,protect,psychic-fangs,rain-dance,rest,roar,rock-slide,rock-tomb,round,scale-shot,scary-face,screech,shadow-claw,sleep-talk,snarl,snore,spite,stomping-tantrum,substitute,superpower,surf,swords-dance,thief,thrash,trailblaze,uproar,water-pulse,waterfall,whirlpool"
"181","ampharos-mega","mega","electric","dragon","90","95","105","165","110","45","mold-breaker","","","615","14","10045","after-you,agility,body-slam,breaking-swipe,brick-break,brutal-swing,bulldoze,charge,charge-beam,confuse-ray,cotton-guard,cotton-spore,dazzling-gleam,dig,discharge,double-edge,dragon-cheer,dragon-pulse,dragon-tail,eerie-impulse,electric-terrain,electro-ball,electroweb,endeavor,endure,facade,fire-punch,flatter,fling,focus-blast,focus-punch,giga-impact,helping-hand,hyper-beam,ice-punch,iron-tail,light-screen,low-kick,magnetic-flux,mega-kick,meteor-beam,outrage,parabolic-charge,power-gem,protect,rain-dance,reflect,rest,rising-voltage,roar,round,safeguard,screech,sleep-talk,snore,stomping-tantrum,substitute,sunny-day,supercell-slam,thunder,thunder-punch,thunder-wave,thunderbolt,trailblaze,volt-switch,wild-charge,zap-cannon"
"208","steelix-mega","mega","steel","ground","75","125","230","55","95","30","sand-force","","","7400","105","10072","ancient-power,attract,bind,block,body-press,body-slam,breaking-swipe,brutal-swing,bulldoze,crunch,curse,dark-pulse,dig,double-edge,dragon-dance,dragon-pulse,dragon-tail,drill-run,earth-power,earthquake,endure,facade,fire-fang,fissure,flail,flash-cannon,giga-impact,gyro-ball,head-smash,heavy-slam,high-horsepower,hyper-beam,ice-fang,iron-defense,iron-head,iron-tail,magnet-rise,meteor-beam,payback,protect,psychic-fangs,rest,rock-blast,rock-polish,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scary-face,scorching-sands,screech,self-destruct,sleep-talk,smack-down,snore,stealth-rock,steel-beam,steel-roller,stomping-tantrum,stone-edge,substitute,sunny-day,taunt,thunder-fang,wide-guard"
"212","scizor-mega","mega","bug","steel","70","150","140","65","100","75","technician","","","1250","20","10046","bullet-punch,protect,bug-bite,close-combat,knock-off,swords-dance,acrobatics,aerial-ace,agility,air-cutter,air-slash,assurance,baton-pass,brick-break,brutal-swing,bug-buzz,counter,curse,defog,double-hit,double-team,double-edge,dual-wingbeat,endure,facade,feint,flash-cannon,fling,focus-energy,giga-impact,hard-press,helping-hand,hyper-beam,iron-defense,iron-head,light-screen,lunge,night-slash,pounce,psycho-cut,quick-attack,quick-guard,rain-dance,rest,reversal,roost,round,sandstorm,scary-face,skitter-smack,sleep-talk,snore,steel-beam,steel-wing,struggle-bug,substitute,sunny-day,superpower,tailwind,thief,trailblaze,u-turn,vacuum-wave,x-scissor"
"214","heracross-mega","mega","bug","fighting","80","185","115","40","105","75","skill-link","","","625","17","10047","aerial-ace,assurance,body-slam,brick-break,brutal-swing,bug-bite,bug-buzz,bulk-up,bulldoze,bullet-seed,circle-throw,close-combat,coaching,counter,curse,detect,dig,double-edge,earthquake,endeavor,endure,facade,feint,flail,fling,focus-blast,focus-punch,giga-impact,helping-hand,high-horsepower,hyper-beam,iron-defense,knock-off,low-kick,lunge,megahorn,night-slash,pin-missile,pounce,protect,rain-dance,rest,reversal,rock-blast,rock-slide,rock-tomb,round,seismic-toss,shadow-claw,skitter-smack,sleep-talk,smack-down,smart-strike,snore,spikes,stone-edge,struggle-bug,substitute,sunny-day,swords-dance,thief,thrash,throat-chop,trailblaze,upper-hand,vacuum-wave"
"227","skarmory-mega","mega","steel","flying","65","140","110","40","100","110","stalwart","","","404","17","10284","brave-bird,iron-head,protect,tailwind,aerial-ace,agility,air-cutter,air-slash,assurance,body-press,curse,dark-pulse,drill-peck,drill-run,dual-wingbeat,endure,facade,feint,flash-cannon,fly,giga-impact,hurricane,hyper-beam,icy-wind,iron-defense,metal-sound,night-slash,payback,rest,reversal,roar,rock-slide,rock-tomb,roost,round,sand-tomb,sandstorm,sky-attack,sleep-talk,snore,spikes,stealth-rock,steel-beam,steel-wing,substitute,sunny-day,swords-dance,taunt,thief,whirlwind,x-scissor"
"229","houndoom-mega","mega","dark","fire","75","90","90","140","90","115","solar-power","","","495","19","10048","beat-up,bite,body-slam,burning-jealousy,comeuppance,counter,crunch,dark-pulse,destiny-bond,double-edge,endeavor,endure,facade,feint,fire-blast,fire-fang,fire-spin,flame-charge,flamethrower,flare-blitz,foul-play,giga-impact,heat-wave,helping-hand,howl,hyper-beam,hyper-voice,inferno,iron-tail,lash-out,mud-shot,mud-slap,nasty-plot,overheat,pain-split,payback,protect,psychic-fangs,rain-dance,rest,reversal,roar,round,scary-face,scorching-sands,shadow-ball,sleep-talk,sludge-bomb,snarl,snore,solar-beam,spite,substitute,sucker-punch,sunny-day,super-fang,swagger,taunt,temper-flare,thief,throat-chop,thunder-fang,torment,toxic,trailblaze,uproar,will-o-wisp"
"248","tyranitar-mega","mega","rock","dark","100","164","150","95","120","71","sand-stream","","","2550","25","10049","rock-slide,knock-off,low-kick,protect,ice-punch,stone-edge,high-horsepower,breaking-swipe,crunch,dragon-dance,earthquake,aerial-ace,ancient-power,assurance,avalanche,bite,blizzard,body-press,body-slam,brick-break,brutal-swing,bulldoze,curse,dark-pulse,dig,double-edge,dragon-claw,dragon-pulse,dragon-tail,earth-power,endure,facade,fire-blast,fire-fang,fire-punch,flamethrower,fling,focus-blast,focus-energy,focus-punch,foul-play,giga-impact,hard-press,heavy-slam,helping-hand,hydro-pump,hyper-beam,ice-beam,ice-fang,icy-wind,iron-defense,iron-head,iron-tail,lash-out,mega-kick,mud-shot,mud-slap,muddy-water,outrage,payback,power-gem,rain-dance,rest,roar,rock-blast,rock-tomb,round,sand-tomb,sandstorm,scary-face,screech,shadow-claw,sleep-talk,smack-down,snarl,snore,spite,stealth-rock,stomping-tantrum,substitute,sunny-day,superpower,surf,swagger,taunt,thrash,thunder,thunder-fang,thunder-punch,thunder-wave,thunderbolt,uproar"
"282","gardevoir-mega","mega","psychic","fairy","68","85","65","165","135","100","pixilate","","","484","16","10051","moonblast,psyshock,dazzling-gleam,hyper-voice,protect,psychic,aura-sphere,icy-wind,trick-room,calm-mind,alluring-voice,body-slam,charge-beam,charm,confuse-ray,destiny-bond,disable,double-team,draining-kiss,encore,endure,energy-ball,expanding-force,facade,fire-punch,fling,focus-blast,future-sight,giga-impact,grass-knot,gravity,guard-swap,heal-pulse,healing-wish,helping-hand,hyper-beam,hypnosis,ice-punch,imprison,knock-off,life-dew,light-screen,magic-room,mean-look,memento,misty-explosion,misty-terrain,mystical-fire,night-shade,pain-split,power-swap,psych-up,psychic-noise,psychic-terrain,rain-dance,reflect,rest,round,safeguard,shadow-ball,shadow-sneak,skill-swap,sleep-talk,snore,stored-power,substitute,sunny-day,swagger,taunt,thief,thunder-punch,thunder-wave,thunderbolt,trick,triple-axel,vacuum-wave,will-o-wisp,wish,wonder-room,zen-headbutt"
"302","sableye-mega","mega","dark","ghost","50","85","125","85","115","20","magic-bounce","","","1610","5","10066","encore,light-screen,rain-dance,reflect,aerial-ace,body-slam,brick-break,bulk-up,calm-mind,confuse-ray,dark-pulse,dazzling-gleam,detect,dig,disable,drain-punch,endure,energy-ball,facade,fake-out,feint,fire-punch,flatter,fling,focus-punch,foul-play,giga-drain,giga-impact,gravity,gyro-ball,helping-hand,hex,hyper-beam,ice-punch,icy-wind,imprison,knock-off,lash-out,low-kick,low-sweep,mean-look,mega-kick,metal-burst,mud-shot,mud-slap,nasty-plot,night-shade,night-slash,pain-split,payback,phantom-force,poison-jab,poltergeist,power-gem,protect,psych-up,psychic,quash,recover,rest,rock-tomb,round,safeguard,shadow-ball,shadow-claw,shadow-punch,shadow-sneak,skill-swap,skitter-smack,sleep-talk,snarl,snore,spite,substitute,sucker-punch,sunny-day,swagger,taunt,thief,throat-chop,thunder-punch,thunder-wave,torment,trick,will-o-wisp,wonder-room,x-scissor,zen-headbutt"
"306","aggron-mega","mega","steel","","70","140","230","60","80","50","filter","","","3950","22","10053","ancient-power,attract,avalanche,blizzard,body-press,body-slam,brick-break,brutal-swing,bulldoze,crunch,curse,dark-pulse,dig,double-edge,dragon-claw,dragon-pulse,dragon-rush,earth-power,earthquake,endeavor,endure,facade,fire-blast,fire-punch,flamethrower,flash-cannon,fling,focus-blast,giga-impact,head-smash,heavy-slam,high-horsepower,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,iron-defense,iron-head,iron-tail,low-kick,mega-kick,metal-burst,metal-sound,meteor-beam,mud-slap,outrage,payback,protect,rain-dance,rest,reversal,roar,rock-blast,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scary-face,screech,shadow-claw,sleep-talk,smart-strike,snore,solar-beam,stealth-rock,steel-beam,steel-roller,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,surf,swagger,taunt,thunder,thunder-punch,thunder-wave,thunderbolt,uproar,whirlpool"
"308","medicham-mega","mega","fighting","psychic","60","100","85","80","85","100","pure-power","","","315","13","10054","acupressure,aerial-ace,agility,aura-sphere,axe-kick,baton-pass,blaze-kick,body-slam,brick-break,bulk-up,bullet-punch,calm-mind,close-combat,coaching,counter,detect,drain-punch,dynamic-punch,endure,energy-ball,expanding-force,facade,fake-out,feint,fire-punch,fling,focus-blast,focus-punch,giga-impact,grass-knot,gravity,guard-swap,helping-hand,high-jump-kick,hyper-beam,ice-punch,imprison,light-screen,low-kick,low-sweep,mega-kick,night-shade,pain-split,poison-jab,power-swap,power-trick,protect,psych-up,psychic,psychic-terrain,psycho-cut,psyshock,quick-guard,rain-dance,recover,reflect,rest,reversal,rock-slide,rock-tomb,round,shadow-ball,skill-swap,sleep-talk,snore,stored-power,substitute,sunny-day,taunt,thief,thunder-punch,trailblaze,trick,trick-room,upper-hand,vacuum-wave,zen-headbutt"
"310","manectric-mega","mega","electric","","70","75","80","135","80","135","intimidate","","","440","18","10055","protect,snarl,thunderbolt,volt-switch,agility,attract,bite,body-slam,charge,charge-beam,crunch,curse,discharge,eerie-impulse,electric-terrain,electro-ball,endure,facade,fire-fang,flamethrower,giga-impact,howl,hyper-beam,hyper-voice,ice-fang,iron-tail,light-screen,overheat,pounce,psychic-fangs,quick-attack,rain-dance,rest,rising-voltage,roar,round,scary-face,sleep-talk,snore,substitute,supercell-slam,switcheroo,thief,thunder,thunder-fang,thunder-wave,trailblaze,uproar,wild-charge"
"319","sharpedo-mega","mega","water","dark","70","140","70","110","65","105","strong-jaw","","","1303","25","10070","agility,ancient-power,aqua-jet,assurance,attract,avalanche,bite,blizzard,bounce,bulldoze,chilling-water,close-combat,crunch,dark-pulse,destiny-bond,dive,double-edge,earthquake,endure,facade,flip-turn,focus-energy,giga-impact,hydro-pump,hyper-beam,ice-beam,ice-fang,icy-wind,liquidation,night-slash,payback,poison-fang,poison-jab,protect,psychic-fangs,rain-dance,rest,rock-tomb,round,scald,scale-shot,scary-face,screech,sleep-talk,snarl,snore,substitute,surf,swagger,taunt,thrash,uproar,water-pulse,waterfall,whirlpool,zen-headbutt"
